sourceTaxonName;sourceLifeStageName;sourcePhysiologicalStateId;interactionTypeName;targetTaxonName;targetLifeStageName;targetPhysiologicalStateName;habitatName;localityName;decimalLatitude;decimalLongitude;depth;altitude;observationDateTime;referenceDoi;referenceUrl;referenceCitation
Pseudoanthidium sp.;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-325;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
 Belenois aurota Fabricius;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-326;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
 Belenois aurota Fabricius;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-327;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
Byblia ilithyia;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-328;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
 Drury Cephonodes hylas Walker;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-329;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
 Danaus chrysippus Linnaeus;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-330;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
Junonia hierta Trimen ;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-331;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
Junonia oenone Linnaeus;;;visit flower of;Helianthus annuus L.;;;Farmlands;Kenya-makueni;;;;;;10.5424/sjar/2008062-332;https://www.researchgate.net/publication/228337884_Diversity_of_sunflower_pollinators_and_their_effect_on_seed_yield_in_Makueni_District_Eastern_Kenya/link/02e7e519e7d22d2bbf000000/download;John, Huria & Nyamasyo, Gideon & Kasina, Muo & Oronje, Marylucy. (2008). Diversity of sunflower pollinators and their effect on seed yield in Makueni District, Eastern Kenya. Spanish Journal of Agricultural Research. 6. 10.5424/sjar/2008062-318. 
Apis mellifera;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.08;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.08; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.08
Xylocopa calens;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.09;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.09; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.09
Xylocopa incostans;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.10;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.10; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.10
 Xylocopa flavorufa ;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.11;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.11; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.11
Xylocopa nigrita;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.12;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.12; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.12
Megachile spp;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.13;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.13; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.13
Amegilla spp;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.14;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.14; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.14
Ceratina spp;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.15;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.15; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.15
Solitary bees;;;pollinates;Phaseolus vulgaris;;;Farmlands;Kenya-kakamega;;;;;;10.3896/IBRA.1.48.2.16;https://www.tandfonline.com/doi/abs/10.3896/IBRA.1.48.2.16; Muo Kasina, Manfred Kraemer, Christopher Martius & Dieter Wittmann (2009) Diversity and activity density of bees visiting crop flowers in Kakamega, Western Kenya, Journal of Apicultural Research, 48:2, 134-139, DOI: 10.3896/IBRA.1.48.2.16
 Agrius convolvuli;;;visit flower of;Aerangis brachycarpa;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.650;https://doi.org/10.3732/ajb.94.4.650;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Coelonia fulvinotata;;;visit flower of;Aerangis brachycarpa;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.651;https://doi.org/10.3732/ajb.94.4.651;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Hippotion celerio;;;visit flower of;Aerangis confusa;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.652;https://doi.org/10.3732/ajb.94.4.652;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Daphnis nerii;;;visit flower of;Aerangis confusa;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.653;https://doi.org/10.3732/ajb.94.4.653;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Coelonia fuvinotata;;;visit flower of;Aerangis thomsonii;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.654;https://doi.org/10.3732/ajb.94.4.654;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Agrius convolvuli;;;visit flower of;Aerangis kotschyana;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.655;https://doi.org/10.3732/ajb.94.4.655;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Xanthopan morgan;;;visit flower of;Aerangis kotschyana;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.656;https://doi.org/10.3732/ajb.94.4.656;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
 Agrius convolvuli;;;visit flower of;Rangaeris amaniensi;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.657;https://doi.org/10.3732/ajb.94.4.657;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Coelonia fulvinotata;;;visit flower of;Rangaeris amaniensi;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.658;https://doi.org/10.3732/ajb.94.4.658;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Xanthopan morgani;;;visit flower of;Rangaeris amaniensi;;;Forest;Kenya;;;;;;10.3732/ajb.94.4.659;https://doi.org/10.3732/ajb.94.4.659;Martins, D. J., & Johnson, S. D. (2007). Hawkmoth pollination of aerangoid orchids in Kenya, with special reference to nectar sugar concentration gradients in the floral spurs. American journal of botany, 94(4), 650-659.
Apis mellifera;;;pollinates; blueberry ;;;Farmland;SouthAfrica-Ventura;;;;;;  10.1016/j.sajb.2020.09.030;https://doi.org/10.1016/j.sajb.2020.09.030;Martin, K., Anderson, B., Minnaar, C., & de Jager, M. (2021). Honey bees are important pollinators of South African blueberries despite their inability to sonicate. South African Journal of Botany, 137, 46-51.
Apis mellifera;;;pollinator of;Acanthus pubescens;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8608;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8608;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Asystasia gangetica;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8609;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8609;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Justicia exigua S.Moore;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8610;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8610;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Justicia flava (Vahl.) Vahl.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8611;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8611;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Odontonema strictum Kuntze;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8612;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8612;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Agave sisaliana Perrine ex Engelm.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8613;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8613;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Achyranthes aspera L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8614;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8614;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Pupalia lappacea (L.)A.Juss.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8615;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8615;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Mangifera indica L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8616;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8616;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Rhus nataliensis Bernh;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8617;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8617;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Polyscias fulvaJ.R. Forst. &G.Forst.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8618;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8618;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Aloe secundiflora Engl.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8619;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8619;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Aspilia mossambicensis(OLiv.) Wild;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8620;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8620;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Bothriocline fusca (S.Moore) M.G.Gilbert;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8621;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8621;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Hellianthus Annuus L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8622;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8622;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Tithonia diversifolia Hemsl.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8623;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8623;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Vernonia auriculifera Hern;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8624;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8624;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Solanecio mannii (Hook.f.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8625;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8625;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Jacaranda mimosifolia D.Don;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8626;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8626;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Cordia abyssinica R.Br. ex A.Rich.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8627;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8627;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Opuntia ficus-indica (L.)Mill.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8628;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8628;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Maerua triphylla A.Rich.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8629;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8629;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Carica papaya (L.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8630;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8630;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Combretum molle R.Br.ex G.Don.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8631;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8631;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Terminalia brownii Fresen;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8632;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8632;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Ipomoea batatas (L.)Lam;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8633;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8633;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Cucurbita pepo L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8634;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8634;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Mormadica foetida Schumach;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8635;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8635;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Croton macrostachyus Hotchst.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8636;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8636;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Croton megalocarpus Hutch.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8637;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8637;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Euphorbia hirta L.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8638;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8638;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Albizia coriaria Welw. ex Oliv.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8639;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8639;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia brevispica (Harms) Seigler & Ebinger;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8640;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8640;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia elatior Brenan.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8641;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8641;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia mellifera (M. Vahl.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8642;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8642;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia polyacantha (Willd);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8643;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8643;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia senegal(L.)Willd.;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8644;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8644;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia tortilis ( Forssk.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8645;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8645;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Acacia xanthophlea(Benth.);;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8646;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8646;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
Apis mellifera;;;pollinator of;Crotalaria brevidens L;;;Forest;Kenya-Mau;;;;;;10.29322/IJSRP.9.02.2019.p8647;http://dx.doi.org/10.29322/IJSRP.9.02.2019.p8647;Onyango, P., Nyunja, R., Sikolia, S. F., & Opande, G. (2019). Inventory, reward value and diversity of Apis mellifera nectariferous and polleniferous forage in Eastern Mau forest, Kenya.
